,open,high,low,close,volume,name
2020-03-03,42.77,44.05,41.45,42.0,374223.0,PRFT
2020-03-04,42.79,43.73,41.88,43.57,256727.0,PRFT
2020-03-05,42.38,43.24,41.5754,42.82,370920.0,PRFT
2020-03-06,41.49,42.11,40.16,41.35,357835.0,PRFT
2020-03-09,38.21,39.15,36.99,37.08,295167.0,PRFT
2020-03-10,38.27,41.02,37.46,40.89,506143.0,PRFT
2020-03-11,39.56,40.54,37.555,38.52,482487.0,PRFT
2020-03-12,35.73,38.0,33.0,35.93,439762.0,PRFT
2020-03-13,37.97,38.74,35.46,36.79,516843.0,PRFT
2020-03-16,33.57,34.28,31.5801,32.21,439712.0,PRFT
2020-03-17,32.48,33.6078,30.28,30.69,670268.0,PRFT
2020-03-18,28.68,29.3057,18.88,21.78,922691.0,PRFT
2020-03-19,21.62,31.15,21.45,30.04,919852.0,PRFT
2020-03-20,30.13,31.98,27.34,28.52,718277.0,PRFT
2020-03-23,28.29,28.69,24.71,25.39,554488.0,PRFT
2020-03-24,26.83,30.91,26.83,30.59,593326.0,PRFT
2020-03-25,30.52,32.58,29.7,30.71,559987.0,PRFT
2020-03-26,30.9,32.08,27.28,27.43,840552.0,PRFT
2020-03-27,26.64,27.56,24.91,25.02,702707.0,PRFT
2020-03-30,25.22,27.42,23.82,27.29,707147.0,PRFT
2020-03-31,27.29,28.42,26.02,27.09,732825.0,PRFT
2020-04-01,26.49,26.49,23.85,23.92,661096.0,PRFT
2020-04-02,23.82,25.78,23.59,25.08,801596.0,PRFT
2020-04-03,25.08,25.16,23.55,24.35,556591.0,PRFT
2020-04-06,25.12,27.17,25.12,27.09,412292.0,PRFT
2020-04-07,28.0,29.87,28.0,28.8,963296.0,PRFT
2020-04-08,29.28,31.15,28.78,30.6,402029.0,PRFT
2020-04-09,31.65,32.45,30.92,31.16,347689.0,PRFT
2020-04-13,31.03,31.14,29.78,30.65,278070.0,PRFT
2020-04-14,31.49,31.9274,30.4,30.91,502266.0,PRFT
2020-04-15,29.81,31.69,29.37,30.99,459658.0,PRFT
2020-04-16,31.26,31.55,29.65,30.66,379806.0,PRFT
2020-04-17,31.91,32.3056,30.49,31.13,705457.0,PRFT
2020-04-20,31.26,31.965,30.51,31.62,339195.0,PRFT
2020-04-21,30.42,31.04,29.61,30.01,344569.0,PRFT
2020-04-22,30.47,31.72,30.44,31.13,324783.0,PRFT
2020-04-23,31.25,31.685,30.85,31.2,283197.0,PRFT
2020-04-24,31.22,32.08,30.85,31.94,591268.0,PRFT
2020-04-27,32.04,33.585,32.04,33.14,235071.0,PRFT
2020-04-28,33.97,34.27,33.21,33.35,256254.0,PRFT
