,open,high,low,close,volume,name
2019-11-01,129.81524595467104,130.83832521646994,129.41952661756017,130.80937014302282,3089789.0,IBM
2019-11-04,131.49464021460508,132.94239388696198,131.48498852345602,132.87483204891868,3335389.0,IBM
2019-11-05,133.00030403385628,133.9268663841647,132.8362252843225,133.0871692541977,3014961.0,IBM
2019-11-06,133.19333785683722,133.94616976646282,132.75901175513013,133.94616976646282,4477291.0,IBM
2019-11-07,134.63953357904808,135.8748930479499,134.3563286415133,134.4637512040265,4073908.0,IBM
2019-11-08,134.3563286415133,134.38562570401692,132.96960101634286,134.38562570401692,2278602.0,IBM
2019-11-11,133.98523251646765,133.98523251646765,131.8367812662036,132.29576857876,2568755.0,IBM
2019-11-12,132.68639607880803,133.45788539140284,131.85631264120602,132.4129568287744,3046536.0,IBM
2019-11-13,132.2176430787504,132.40319114127323,130.70884435981498,131.32896551614118,3060924.0,IBM
2019-11-14,130.98716645359914,131.1824802036232,130.20591145350318,130.86021251608358,4231471.0,IBM
2019-11-15,131.24107432863036,131.953969516218,130.88950957858714,131.25084001613158,3262656.0,IBM
2019-11-18,131.1531831411196,131.32896551614118,130.10825457849114,131.16294882862078,3210872.0,IBM
2019-11-19,131.7195930161892,132.2078773912492,131.30943414113878,131.36802826614598,2995071.0,IBM
2019-11-20,130.91880664109078,131.31080133738894,129.63950157843354,130.0789575159875,4140148.0,IBM
2019-11-21,130.27427126601157,131.026229203604,129.86411239096114,130.70396151606437,3345343.0,IBM
2019-11-22,131.04576057860638,131.49498220366158,130.45981932853437,131.19224589112437,3297797.0,IBM
2019-11-25,131.31919982864,132.81335001632362,131.20201157862562,132.78405295382,2590170.0,IBM
2019-11-26,132.95983532884162,132.95983532884162,131.612170453676,131.9246724537144,3793337.0,IBM
2019-11-27,132.1785803287456,132.53014507878882,130.48911639103795,130.63560170355598,3282827.0,IBM
2019-11-29,130.46958501603555,131.36802826614598,129.91294082846716,131.29966845363757,1825255.0,IBM
2019-12-02,131.29966845363757,131.34849689114358,129.37582801590108,129.79575257845275,3067831.0,IBM
2019-12-03,128.9070750158435,129.33676526589633,127.62679338443616,129.0242632658579,3711071.0,IBM
2019-12-04,129.74692414094676,130.54771051604516,128.86801226583873,128.89730932834232,3530773.0,IBM
2019-12-05,129.87387807846235,130.11802026599236,128.54222893079867,128.8191838283327,3598578.0,IBM
2019-12-06,129.63950157843354,130.75278995357036,129.59067314092752,130.09848889098996,3437994.0,IBM
2019-12-09,130.22544282850555,131.4363880786544,130.13755164099473,130.78208701607394,2978801.0,IBM
2019-12-10,130.78208701607394,131.6805302661844,130.43052226603078,130.77232132857276,3480385.0,IBM
2019-12-11,130.9676350785968,131.35826257864477,130.53794482854394,130.62583601605476,3953311.0,IBM
2019-12-12,130.56724189104756,132.48170726878288,130.52817914104276,132.149283266242,4824186.0,IBM
2019-12-13,131.59263907867359,132.32506564126362,130.86997820358476,131.06529195360878,2534970.0,IBM
2019-12-16,131.77818714119638,132.2762372037576,130.71372720356555,130.98716645359914,3049325.0,IBM
2019-12-17,131.13365176611714,131.53404495366638,130.33286539101877,131.07505764110996,2907547.0,IBM
2019-12-18,131.3973253286496,131.8367812662036,131.0070884561016,131.2606057036328,3102353.0,IBM
2019-12-19,131.30943414113878,131.56822485992058,131.04576057860638,131.4070910161508,3866717.0,IBM
2019-12-20,132.55944214129244,133.22350889137402,131.78795282869757,132.4129568287744,7112072.0,IBM
2019-12-23,132.5985048912972,132.95983532884162,131.8367812662036,132.37389407876958,2803168.0,IBM
2019-12-24,132.43248820377678,132.44225389127803,131.45591945365678,131.81724989120121,1202087.0,IBM
2019-12-26,131.81724989120121,132.13512301936527,131.49498220366158,131.7488900786928,2130706.0,IBM
2019-12-27,131.8367812662036,132.56920782879362,131.709827328688,132.10045482873602,2752706.0,IBM
2019-12-30,132.0320950162276,132.12975189123958,129.39535939090354,129.69809570344074,4118937.0,IBM
