,open,high,low,close,volume,name
2019-11-01,85.59964290782428,86.42347991632955,84.58721670460093,84.69639992259563,936112.0,LDOS
2019-11-04,84.8552118760424,85.36142497765408,84.33907302734032,85.14305854166473,1235436.0,LDOS
2019-11-05,85.2125387712977,85.58971716073384,82.14548292035643,82.56236429815426,1398980.0,LDOS
2019-11-06,82.4928840685213,84.66662268132436,82.066076943633,84.49788498078712,1302574.0,LDOS
2019-11-07,85.03387532367006,85.66912313745726,84.64677118714349,85.36142497765408,940519.0,LDOS
2019-11-08,85.13313279457431,86.55251462850508,85.07357831203177,86.55251462850508,962053.0,LDOS
2019-11-11,85.75845486127109,87.34657439573905,85.75845486127109,87.01902474175505,1131548.0,LDOS
2019-11-12,86.84036129412739,88.41855508150496,86.84036129412739,88.34907485187199,954562.0,LDOS
2019-11-13,88.26966887514858,89.52031300854212,87.94211922116455,88.82551071221235,884324.0,LDOS
2019-11-14,88.95454542438792,89.80815967416443,88.61617670607531,89.76845668580273,492845.0,LDOS
2019-11-15,90.18533806360058,90.78088288902607,89.7446348927857,90.3540757641378,814953.0,LDOS
2019-11-18,89.88756565088785,91.73375460970686,89.88756565088785,90.7114026593931,846654.0,LDOS
2019-11-19,91.0687295546484,91.73375460970686,90.92976909538244,91.02902656628667,999153.0,LDOS
2019-11-20,90.68162541812185,91.1878385197335,90.0860805926963,90.97939783083456,687489.0,LDOS
2019-11-21,90.97939783083456,91.3069474848186,89.35157530800487,89.38135254927616,716173.0,LDOS
2019-11-22,89.41112979054743,89.6791249619889,87.26716841901566,87.84286175026031,1134532.0,LDOS
2019-11-25,88.02152519788797,89.4409070318187,87.9222677269837,89.36150105509532,1044684.0,LDOS
2019-11-26,89.35157530800487,90.0860805926963,89.33172381382404,90.0364518572442,922385.0,LDOS
2019-11-27,90.30444702868569,90.37392725831866,89.57986749108467,90.30444702868569,529800.0,LDOS
2019-11-29,90.25481829323357,90.51288771758459,89.70393932971497,90.16548656941973,278810.0,LDOS
2019-12-02,89.96697162761123,90.05134047787983,88.15055991006348,89.18283760746765,764055.0,LDOS
2019-12-03,88.06122818624965,89.13817174556075,87.73367853226563,88.99424841274957,1136372.0,LDOS
2019-12-04,89.12328312492512,90.0860805926963,88.45825806986666,89.07365438947298,824889.0,LDOS
2019-12-05,89.25231783710066,89.50046151436126,88.74610473548897,89.28209507837192,523072.0,LDOS
2019-12-06,89.79823392707401,90.17044944296494,88.66669875876558,90.00667461597294,733831.0,LDOS
2019-12-09,89.58215041291548,90.05679963877958,89.07782320325096,89.09757543996092,934147.0,LDOS
2019-12-10,89.55009024981341,89.81808542125485,88.83543645930278,88.97439691856873,471177.0,LDOS
2019-12-11,90.43348174086121,91.44590794408455,88.45547886068131,91.39627920863244,1393596.0,LDOS
2019-12-12,91.21761576100477,91.21761576100477,89.74860519162189,90.51288771758459,1217984.0,LDOS
2019-12-13,90.26018753447323,91.6947865416437,89.69232542746828,91.49553667953668,573750.0,LDOS
2019-12-16,92.0932862658577,92.1530612244898,91.05220573634857,91.29628681742969,1403344.0,LDOS
2019-12-17,91.27636183121899,91.6947865416437,90.64872476558192,91.1866993932708,586625.0,LDOS
2019-12-18,93.1094605626034,95.73955874241587,93.0098356315499,95.32113403199119,1944615.0,LDOS
2019-12-19,95.08203419746278,96.18787093215664,94.00608494208494,95.9188836183122,1337516.0,LDOS
2019-12-20,96.8752829564258,97.66231991174848,95.90892112520685,97.6423949255378,2214977.0,LDOS
2019-12-23,98.02096966354107,98.28497573083288,96.86532046332044,97.45310755653612,731419.0,LDOS
2019-12-24,97.20404522890236,97.97115719801434,97.20404522890236,97.66231991174848,249538.0,LDOS
2019-12-26,97.5826199669057,98.38958190843907,97.5826199669057,98.16044456701599,509683.0,LDOS
2019-12-27,98.33976944291227,98.34475068946495,97.20404522890236,97.86156977385548,595897.0,LDOS
2019-12-30,97.761944842802,97.85160728075012,96.76569553226696,97.70216988416989,608646.0,LDOS
2019-12-31,97.34352013237726,98.33976944291227,97.19906398234968,97.52284500827358,625601.0,LDOS
2020-01-02,98.07078212906784,98.27321998896856,97.45310755653612,98.25010700496416,793566.0,LDOS
2020-01-03,97.17415774958631,99.49541864313292,97.04464533921677,99.10688141202426,1031028.0,LDOS
2020-01-06,98.62868174296743,100.06328075013788,98.31187446221732,99.98358080529509,799497.0,LDOS
2020-01-07,99.53526861555432,100.39204302261444,99.32605626034194,99.61496856039713,487731.0,LDOS
2020-01-08,99.61496856039713,100.70088030888029,99.4356436845008,99.49541864313292,1058416.0,LDOS
2020-01-09,99.47549365692221,101.0794550468836,99.37586872586873,100.70088030888029,762654.0,LDOS
2020-01-10,101.08941753998896,101.24881742967457,100.55144291230008,100.6411053502482,533764.0,LDOS
2020-01-13,101.02964258135685,101.4381047986762,100.45181798124656,100.77061776061777,869628.0,LDOS
2020-01-14,101.06949255377826,101.18904247104246,100.35219305019304,100.41196800882516,604538.0,LDOS
2020-01-15,100.74073028130172,102.03585438499724,100.38208052950908,101.75690457804743,898756.0,LDOS
2020-01-16,102.22514175399887,102.29487920573635,101.17907997793712,101.90634197462771,592690.0,LDOS
2020-01-17,102.02589189189187,103.081916161059,101.72701709873138,103.0022162162162,683105.0,LDOS
2020-01-21,102.54394153337009,103.30109100937672,102.46424158852727,102.882666298952,631285.0,LDOS
2020-01-22,103.61989078874792,103.9685780474352,101.76796294539436,102.08566685052399,932566.0,LDOS
2020-01-23,102.16536679536678,102.44431660231659,101.18904247104246,102.24506674020958,791030.0,LDOS
